Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
443,34 Ave Open Streets Coalition,64663,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,258.485453985,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1013787.1626983881 213566.19693306088, 1014042.893814221 213603.83104413748))"
444,34 Ave Open Streets Coalition,64669,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.568437599,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1016872.101410389 214026.1960130632, 1017129.8958422989 214064.11621281505))"
445,34 Ave Open Streets Coalition,64671,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.797290538,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1015330.7586925477 213783.0498458147, 1015588.2877050489 213817.3053547293))"
446,MS 136 Charles O. Dewey,67293,Brooklyn,41st STREET,3rd AVENUE,4th AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,14:45,08:30,14:45,08:30,14:45,08:30,14:45,08:30,14:45,,,,,2021-09-13T00:00:00,630.427498049,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((981702.615975216 177046.57804331183, 982197.4676758051 176655.98794522882))"
447,PS 24,67302,Brooklyn,37th STREET,4th AVENUE,5th AVENUE,approvedFull,"mon,tue,wed,thu,fri",09:45,12:45,09:45,12:45,09:45,12:45,09:45,12:45,09:45,12:45,,,,,2021-09-13T00:00:00,778.236951411,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((982878.6037807167 177446.8639881462, 983486.3692974746 176960.78392356634))"
448,Hellenic Classical Charter Schools,67353,Brooklyn,18th STREET,5th AVENUE,4th AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,08:15,15:30,,,,,2021-09-13T00:00:00,768.660478711,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((985959.1369897276 181318.27586472034, 986559.8677436411 180838.7328605652))"
449,Boerum Hill Association,67405,Brooklyn,WYCKOFF STREET,HOYT STREET,4th AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,10:00,20:00,08:00,20:00,08:00,20:00,2021-04-24T00:00:00,712.141059183,10/09/2021 12:00:00 AM,,"MULTILINESTRING ((989126.4597233087 188035.28933356702, 989760.7934283912 187711.61412788928))"
450,The Fresh Air Fund,70167,Bronx,ROCKWOOD STREET,GRAND CONCOURSE,WALTON AVENUE,approvedFull,"mon,tue,wed,thu",08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,2021-07-06T00:00:00,432.762012226,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((1008038.9894834757 246146.34010598063, 1008419.1891823858 245939.62496823072))"
451,East Elmhurst Community School (PS 329Q),70408,Queens,97th STREET,ASTORIA BOULEVARD,31st AVENUE,approvedFull,"mon,tue,wed,thu,fri",12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,12:45,15:00,,,,,2021-09-13T00:00:00,180.432051783,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((1019492.0141495615 217099.77319923043, 1019582.9916578829 216943.95658172667))"
452,Prospect Heights Neighborhood Development Council,67723,Brooklyn,UNDERHILL AVENUE,ATLANTIC AVENUE,ST JOHNS PLACE,approvedLimited,"mon,tue,wed,thu,fri",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,16:00,,,,,2021-04-05T00:00:00,272.095187121,11/19/2021 12:00:00 AM,,"MULTILINESTRING ((994100.0107998103 187411.00810180604, 994015.4801289737 187152.3764012307))"
453,Cooke School and Institute,67796,Manhattan,MAC DOUGAL STREET,WEST HOUSTON STREET,KING STREET,approvedFull,"mon,tue,wed,thu,fri",07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,,,,,2021-09-13T00:00:00,164.440954792,08/12/2022 12:00:00 AM,yes,"MULTILINESTRING ((983553.0125368834 204364.2146808952, 983641.460850805 204502.84268447757))"
454,Gramercy Neighborhood Associates,67862,Manhattan,EAST 18th STREET,PARK AVENUE SOUTH,IRVING PLACE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",15:00,00:00,15:00,00:00,15:00,00:00,15:00,00:00,15:00,00:00,10:00,00:00,10:00,00:00,2021-04-28T00:00:00,498.535649152,09/30/2021 12:00:00 AM,,"MULTILINESTRING ((987425.4522985518 207832.54862347245, 987863.0436149687 207593.69378623366))"
455,Rezdora,67864,Manhattan,EAST 20th STREET,PARK AVENUE SOUTH,BROADWAY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,10:00,23:00,2021-04-01T00:00:00,618.844389239,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((987085.9355891347 208581.93032680452, 987625.3570824713 208278.6271276474))"
456,The Churchill,67957,Manhattan,EAST 28 STREET,MADISON AVENUE,PARK AVENUE SOUTH,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,2021-04-16T00:00:00,493.926604379,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((988213.2856966406 210342.01243655384, 988645.1647541374 210102.33771905303))"
457,NYCDOT,68007,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,267.56143907,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((990198.6363847256 204782.15085288882, 990331.7269978076 205014.26292148232))"
458,The Ramaz School,68204,Manhattan,EAST 78th STREET,MADISON AVENUE,PARK AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,16:30,08:30,16:30,08:45,16:30,07:30,16:30,08:30,13:30,,,,,2021-10-11T00:00:00,476.048019388,06/17/2022 12:00:00 AM,yes,"MULTILINESTRING ((994601.8398486376 221867.88046088815, 995017.8888853043 221636.52593672276))"
459,Marcus Meets Malcolm,68341,Manhattan,WEST 120 STREET,LENOX AVENUE,MARCUS GARVEY PARK,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,20:00,2021-04-01T00:00:00,504.4509259,03/31/2022 12:00:00 AM,,"MULTILINESTRING ((999163.0813823044 232158.82313355803, 998721.868025884 232403.36660772562))"
460,SWOS,69962,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,155.682725452,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((1006967.1389368922 212327.3992138058, 1007120.5736693889 212301.03837414086))"
461,NYCDOT,74027,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,1258.57499626,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1028191.4767374694 205734.64337047935, 1028020.2434841394 205962.88110297918, 1027874.9419374764 206163.86495298147, 1027804.1382732987 206279.10750463605, 1027652.8459249735 206565.17353355885, 1027544.1233733892 206808.3492283076))"
462,Flatiron 23rd Street Partnership,74763,Manhattan,BROADWAY,EAST 23rd STREET,EAST 21st STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,2021-04-09T00:00:00,288.429756311,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((987190.0452890545 209097.3626948893, 987262.9365474731 209376.43005014956))"
463,KIPP NYC,74788,Bronx,GERARD AVENUE,EAST 146th STREET,EAST 149th STREET,approvedFull,"mon,tue,wed,thu,fri",08:00,17:00,08:00,17:00,08:00,14:00,08:00,17:00,08:00,17:00,,,,,2021-08-23T00:00:00,503.710757041,06/23/2022 12:00:00 AM,yes,"MULTILINESTRING ((1003695.4775012136 237191.7041438967, 1003835.3719064742 237675.59884539247))"
464,BLUE SCHOOL,73295,Manhattan,WATER STREET,BEEKMAN STREET,PECK SLIP,approvedFull,"mon,tue,wed,thu,fri",07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,2021-09-09T00:00:00,350.220219663,07/01/2022 12:00:00 AM,yes,"MULTILINESTRING ((983387.803221643 197103.2862893939, 983680.9355093837 197294.93091922998))"
465,Von Design Ltd,76373,Manhattan,BLEECKER STREET,MOTT STREET,BOWERY,approvedFull,"wed,thu,fri,sat,sun",,,,,17:00,23:00,17:00,23:00,17:00,23:00,11:00,23:00,11:00,23:00,2021-04-16T00:00:00,224.322337126,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((986390.0560753942 203507.5165911466, 986178.1877327263 203581.22084006667))"
466,il Buco,76374,Manhattan,BOND STREET,LAFAYETTE STREET,BOWERY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,16:30,23:00,10:00,23:00,11:30,23:00,2021-03-27T00:00:00,655.012750748,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((985876.6889918894 204014.0316542238, 986429.9559299648 203663.40735547245))"
467,SWOS,74931,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,82.3562793211,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((1006782.4214585572 212348.949367553, 1006864.5813992172 212343.26597997546))"
468,SWOS,74932,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,103.777660422,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((1006864.5813992172 212343.26597997546, 1006967.1389368922 212327.3992138058))"
469,Ray's Bar,76369,Manhattan,RIVINGTON STREET,CHRYSTIE STREET,BOWERY,approvedFull,"sat,sun",,,,,,,,,,,12:00,00:00,12:00,00:00,2021-04-02T00:00:00,216.868565167,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((986062.7588297278 202182.5251466483, 986264.6836227179 202103.41539672017))"
470,Hudson Yards Hell's Kitchen Alliance,76480,Manhattan,HUDSON BOULEVARD EAST,WEST 35th STREET,WEST 36th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-12T00:00:00,256.005732973,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((984399.1994927973 214853.43681263924, 984261.0468819737 214637.90771614015))"
471,Hudson Yards Hell's Kitchen Alliance,76488,Manhattan,HUDSON BOULEVARD WEST,WEST 35 STREET,WEST 36 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-12T00:00:00,255.416238831,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((984267.1311873943 214925.9721006453, 984128.1577120572 214711.6736447215))"
472,NYCDOT,78539,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,78.3546677002,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1030185.1902697235 204789.75352798402, 1030156.4262196422 204716.86948738992))"
473,NYCDOT,78540,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,22.6601449786,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1030156.4262196422 204716.86948738992, 1030148.107666716 204695.7914455533))"
474,Kettle of Fish,79548,Manhattan,CHRISTOPHER STREET,WAVERLY PLACE,7 AVENUE SOUTH,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,2021-04-03T00:00:00,445.020413361,04/04/2022 12:00:00 AM,,"MULTILINESTRING ((983915.7116146386 206638.42305897176, 983762.3585748821 206611.15605314076, 983512.3968044668 206566.80607622862, 983477.3689873815 206561.71127013862))"
475,NYCDOT,79656,Queens,WEST MAIN DRIVE,BAND SHELL LOT,GOLF COURSE LOT,approvedFull,mon,17:30,18:30,,,,,,,,,,,,,2021-09-14T00:00:00,3082.30631906,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1021290.9731500596 193286.54785989225, 1021316.8330064714 193293.96549597383, 1021343.118386969 193299.6915344, 1021369.7200397998 193303.70169697702, 1021396.5260885507 193305.97925147414, 1021423.4226883054 193306.51468347013, 1021450.2976345569 193305.30536830425, 1021477.0380666405 193302.35688339174, 1021503.5304677188 193297.6807116419, 1021630.9721419662 193259.64174573123, 1021759.1333029717 193224.10179056227, 1021887.9644101411 193191.07495371997, 1022017.4175633043 193160.57370239496, 1022048.6681569666 193157.63505998254, 1022080.0509682149 193157.04516614974, 1022111.3901443928 193158.80861406028, 1022142.5088485479 193162.91392080486, 1022173.2328684777 193169.33976097405, 1022203.3893042207 193178.0487330556, 1022232.8082086444 193188.99228072166, 1022294.4147127271 193212.27110555768, 1022780.3258143812 193325.67967139184, 1022848.937881887 193338.98049780726, 1022916.598835811 193357.79246805608, 1022982.6416827142 193381.99189472198, 1023046.437486887 193411.3425578028, 1023107.4022599757 193445.52227947116, 1023151.1554533094 193473.4060819745, 1023198.0608713031 193496.6245394796, 1023247.3491585553 193514.68552698195, 1023298.1495818943 193527.2704755664, 1023349.5605683029 193534.2586505562, 1023520.2410012186 193545.4682738036, 1023541.6015228033 193548.10934464633, 1023562.5768745542 193552.93709088862, 1023582.9429755509 193559.90000347793, 1023602.4829627275 193568.92426364124, 1023620.9894873947 193579.91341489553, 1023638.2650433928 193592.75098764896, 1023654.1259040534 193607.30017113686, 1023654.1662583053 193607.30968555808, 1023682.4299813062 193641.90672922134, 1023708.7215953916 193678.02476722002, 1023732.9597358853 193715.55225121975, 1023755.0689436346 193754.37205547094, 1023774.980649218 193794.36311723292, 1023792.6325168014 193835.40174905956, 1023807.970084548 193877.36065463722, 1023820.9454523027 193920.10892872512, 1023838.0546700507 193982.7908899784, 1023853.7026046365 194045.85375598073, 1023867.8813820481 194109.2634060532, 1023880.5828002244 194172.98506338894))"
476,NYCDOT,79908,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,1745.30295805,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1029348.5252763927 204496.44341905415, 1029121.4686438888 204573.72344823182, 1029082.088801384 204586.18077239394, 1029044.1328405589 204604.68828131258, 1029008.9688688815 204628.9237971455, 1028977.8403222263 204658.1622557342, 1028951.7216080576 204691.34460406005, 1028931.213118881 204727.19787880778, 1028781.3836941421 204972.8341985643, 1028473.445005551 205417.55410964787, 1028191.4767374694 205734.64337047935))"
477,SWOS,80158,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,259.451458456,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((1007378.345463559 212262.00629997253, 1007459.2245668918 212249.98860748112, 1007541.9452019781 212237.6940126419, 1007634.978808552 212223.86989331245))"
478,Nom Wah Tea Parlor,80351,Manhattan,DOYERS STREET,PELL STREET,BOWERY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-06-01T00:00:00,349.144793165,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((984922.4625538886 199437.39973139763, 984911.1705817282 199442.90890672803, 984888.5131467283 199458.12016239762, 984868.0817571431 199476.41015206277, 984850.4584328085 199497.2513177246, 984836.0677135587 199519.98158723116, 984770.4313618839 199563.22625139356, 984771.4221735597 199621.0214113891, 984794.2502118945 199709.38737639785))"
479,NYCDOT,80486,Queens,EAST MAIN DRIVE,METROPOLITAN AVENUE,OVERLOOK PARKING LOT,approvedFull,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,1447.45964444,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1028883.0147244781 197466.02014397085, 1028898.1196811348 197540.06527148187, 1028919.7105172276 197613.785596475, 1028947.8374294639 197686.341225639, 1028982.4039613903 197756.8692998141, 1029023.1617538929 197824.52664481103, 1029069.7203878015 197888.51601813734, 1029121.5575544685 197948.11235564947, 1029178.0305386335 198002.70214147866, 1029238.4109953046 198051.78668898344, 1029301.914805308 198095.01166814566, 1029367.7214322239 198132.16382481158, 1029424.8213836402 198159.50628980994, 1029479.4735053033 198192.6886381507, 1029530.8021427989 198231.3434164822, 1029578.0166153014 198274.92928731441, 1029620.4407430589 198322.7638373077, 1029657.5571386367 198374.05015206337, 1029686.2283411324 198417.8062981367, 1029719.571450308 198458.5050356388, 1029757.0549711436 198495.42425315082, 1029798.0125663877 198527.97372873127))"
480,NYCDOT,80659,StatenIsland,SILVER LAKE PARK ROAD,FOREST AVENUE,VICTORY BOULEVARD,approvedFull,mon,17:30,18:30,,,,,,,,,,,,,2021-09-14T00:00:00,3961.07524122,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((957625.4692477137 169447.83799147606, 957618.3823196441 169412.073627308, 957617.0831096321 169374.65539506078, 957621.9781129658 169337.02456481755, 957633.0017129779 169300.70902064443, 957649.5830446333 169267.14281481504, 957670.7575429678 169237.46111564338, 957691.629876554 169194.49532231688, 957707.7555004656 169148.6879992336, 957718.612106055 169100.85344922543, 957723.8742346317 169051.916539222, 957723.4382118881 169002.86808089912, 957717.4208354652 168954.67920088768, 957706.1613435596 168908.25869005919, 957668.1722463071 168864.77485314012, 957633.543050468 168818.11451339722, 957602.6477710605 168768.67891672254, 957575.806945473 168716.93066065013, 957553.257777974 168663.3740092218, 957535.1475779712 168608.54800339043, 957505.0331368893 168544.96873421967, 957470.9219846427 168483.20376589894, 957432.9889896363 168423.63039422035, 957391.4536396414 168366.59310673177, 957346.5816821307 168312.41014422476, 957308.0384521335 168298.59127423167, 957271.2212685496 168278.3649367243, 957237.6908238083 168252.14779755473, 957208.8391754776 168220.85849006474, 957185.6896154732 168185.80606672168, 957168.7867621332 168148.50955338776, 957128.284874633 168049.7728742212, 957081.8479596376 167953.36558672786, 957029.689271301 167859.8221386373, 956972.0942421407 167769.63892005384, 956909.390955478 167683.2808250636, 956877.5570296347 167645.28221338987, 956849.3254588097 167602.69338780642, 956825.6083146334 167556.03042338789, 956807.2061204761 167506.0301953107, 956794.7487962991 167453.63889589906, 956788.6366038024 167399.93788780272, 956789.0007763058 167346.0866175592, 956795.6969571412 167293.23206447065, 956808.3183229715 167242.43164114654, 956826.254638806 167194.58724863827, 956848.7349088043 167150.40754698217, 957030.7456996441 166840.27693364024, 957043.8329437971 166784.30919781327, 957063.0914354771 166729.0894919783, 957088.4457154721 166675.63487447798, 957119.6139602214 166624.9394378066, 957156.0932179689 166577.91853447258, 957197.1987788081 166535.36940698326, 957242.1035446376 166497.9055711478, 957289.8826485574 166465.95353530347, 957317.9531304687 166448.59464614093, 957344.0163985491 166426.41621281207, 957366.8772452176 166399.80176472664, 957385.4726804644 166369.52328197658, 957399.009726882 166336.67229780555, 957407.0736871362 166302.52538447082, 957409.6691543907 166268.40143696964, 957407.1852354705 166235.49139781296, 957405.4024306387 166197.72277255356, 957409.937198475 166159.12081564963, 957421.001152724 166121.28591756523, 957438.2580079734 166085.84176272154, 957460.8619653881 166054.22371572256, 957487.5768069774 166027.46851989627))"
481,NYCDOT,78577,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,95.2518876808,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1030232.940174222 204969.5609111488, 1030220.6564061344 204875.10440714657))"
482,The Willowtown Association,83667,Brooklyn,JORALEMON STREET,HICKS STREET,FURMAN STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-01T00:00:00,262.785836736,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((984461.5671502203 192080.97612406313, 984468.7390518934 192078.65329405665, 984489.5132885575 192071.91774322093, 984506.9902877212 192068.13494239748, 984717.6398008019 192022.54448239505))"
483,North Brooklyn Open Streets Coalition,83736,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,270.117677938,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((993964.4336431324 198564.9736547321, 993954.5865499675 198544.50519172847, 993939.9448469728 198514.07119747996, 993923.2578724772 198476.12803189456, 993907.2634818852 198444.5926618874, 993892.7792588919 198412.82435272634, 993850.5004720539 198320.10209722817))"
484,NYCDOT,79769,Queens,SHORE BOULEVARD,DITMARS BOULEVARD,ASTORIA PARK SOUTH,approvedLimited,mon,20:30,21:30,,,,,,,,,,,,,2021-09-14T00:00:00,3104.01225976,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1006471.1586296409 224381.06867597997, 1006187.2549979687 224062.99188430607, 1005229.6624249667 223033.2698623985, 1005202.0604460537 223007.92148789763, 1005172.9282864779 222984.3473880589, 1005142.3797911406 222962.63975431025, 1005110.5347104669 222942.88356022537, 1005077.5170599669 222925.15590539575, 1004884.2142969668 222862.422763139, 1004862.5302852243 222853.78695364296, 1004837.7711483836 222842.06256763637, 1004817.4224358052 222834.86573164165, 1004700.7048214674 222794.8608903885, 1004337.0582390577 222398.07264198363, 1004251.9074907154 222278.28712038696))"
485,SWOS,80157,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,260.710185254,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((1007120.5736693889 212301.03837414086, 1007204.6154960543 212288.31202164292, 1007288.6573227197 212275.58534106612, 1007378.345463559 212262.00629997253))"
486,NYCDOT,80179,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,828.096597805,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1029391.0251913816 206797.0070593953, 1029419.5156199783 206690.72085464, 1029692.9405980557 206405.0557435602, 1029814.2064316422 206106.08619713783))"
487,NYCDOT,80374,Queens,FREEDOM DRIVE,PARK LANE SOUTH,MYRTLE AVENUE,approvedFull,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,1585.72929428,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1025767.3575699776 195087.86512339115, 1025763.3713574708 195049.7743203044, 1025763.3680766374 195049.7283886373, 1025763.3713574708 195049.68245697021, 1025765.087233305 195010.07951781154, 1025772.9517188817 194970.2830094695, 1025772.9645141363 194970.217720896, 1025772.987151891 194970.15505698323, 1025787.0556932986 194931.58558030427, 1025806.930981636 194895.65061281621, 1025806.9605091363 194895.60140031576, 1025806.9965983033 194895.55546864867, 1025831.8685958087 194863.4984461367, 1025860.6250999719 194836.21864506602, 1025860.6579083055 194836.18550863862, 1025860.6972783059 194836.15598113835, 1025892.052202478 194814.16783614457, 1026442.3299733102 194461.5602736473, 1026476.1488033086 194439.286696136, 1026507.6287272274 194412.27264255285, 1026507.657926634 194412.24606780708, 1026507.6841733009 194412.21982114017, 1026535.8829358071 194380.83208864927, 1026559.9284913838 194345.7504658997, 1026559.9675333053 194345.6910828054, 1026560.0006697178 194345.62546613812, 1026579.2197913826 194307.68919031322, 1026593.2154982984 194267.84018863738, 1026601.7984863818 194227.2172383964, 1026605.0888341367 194186.85642673075, 1026614.5310724676 194117.87001614273, 1026629.1078149676 194049.58603197336, 1026648.6976708025 193982.62783256173, 1026648.7144030482 193982.57501114905, 1026648.7337599695 193982.5228458941, 1026673.1762963831 193917.3848528117))"
488,Columbus Amsterdam Business Improvement District,86141,Manhattan,AMSTERDAM AVENUE,WEST 106th STREET,WEST 110th STREET,approvedFull,"sat,sun",,,,,,,,,,,11:00,20:30,11:00,20:30,2021-04-03T00:00:00,281.305814118,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((993743.072537303 230902.67767997086, 993819.0280940533 231039.31126497686, 993827.7268955559 231054.86963281035, 993880.153299883 231148.32285797596))"
489,Saint David's School,86341,Manhattan,EAST 89th STREET,MADISON AVENUE,5 AVENUE,approvedFull,"mon,tue,wed,thu,fri",10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,10:00,14:00,,,,,2021-07-01T00:00:00,507.995575908,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((995600.6229560524 224718.6096675545, 995921.1580761373 224542.28816981614, 995979.1290888041 224510.97163139284, 996045.988535136 224474.25877830386))"
490,Salk School of Science,86486,Manhattan,EAST 19th STREET,1st AVENUE,2nd AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:45,15:00,08:45,15:00,15:00,15:00,08:45,15:00,08:45,15:00,,,,,2021-09-13T00:00:00,755.666793759,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((989043.7154662162 207217.7273465544, 989213.4205073863 207124.84597064555, 989231.1763773859 207114.7085237205, 989705.153119728 206852.31403540075))"
