Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
345,Saint Demetrios School Of Astoria,38624,Queens,30 DRIVE,31 STREET,30 STREET,approvedFull,"mon,tue,wed,thu,fri",13:45,09:15,13:45,09:15,13:45,09:15,13:45,09:15,13:45,09:15,,,,,2021-09-27T00:00:00,260.197865663,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((1005430.002575472 218219.0061969757, 1005651.0454404652 218081.73645839095))"
346,Zenon Taverna/31st Ave Open Street Collective,38683,Queens,31 AVENUE,33rd STREET,35th STREET,approvedFull,"fri,sat,sun",,,,,,,,,09:00,23:00,08:00,23:00,08:00,23:00,2021-05-28T00:00:00,260.013665885,11/01/2023 12:00:00 AM,,"MULTILINESTRING ((1006111.68100214 217343.72284255922, 1006332.6451271325 217206.67554447055))"
347,SWOS,38807,Queens,39th AVENUE,WOODSIDE AVENUE,45th STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-27T00:00:00,416.374130133,04/25/2022 12:00:00 AM,,"MULTILINESTRING ((1008731.6796991378 212057.99391272664, 1009142.7717247158 211991.8821683079))"
348,First Spanish United Methodist Church,38974,Manhattan,EAST 111th STREET,2nd AVENUE,LEXINGTON AVENUE,approvedFull,sat,,,,,,,,,,,10:00,21:00,,,2021-07-03T00:00:00,709.037124405,08/28/2021 12:00:00 AM,,"MULTILINESTRING ((1000212.1524468809 228836.01416239142, 1000833.5606528819 228494.5679948926))"
349,PS 112 (District 4) NYCDOE,39060,Manhattan,EAST 119 STREET,PLEASANT AVENUE,DEAD END,approvedFull,"mon,tue,wed,thu,fri",08:00,15:00,08:00,15:00,20:00,15:00,08:00,15:00,08:00,15:00,,,,,2021-09-13T00:00:00,622.783234151,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((1003148.382466808 229651.35734798014, 1003692.8895798922 229349.081049636))"
350,Sushi Vida INC,40700,Manhattan,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-03-26T00:00:00,325.942070815,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((1004366.3944664747 254626.59676747024, 1004148.0878164768 254868.6307322234))"
351,Community League of the Heights,40717,Manhattan,ACADEMY STREET,BROADWAY,VERMILYEA AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,393.17947635,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((1005164.4276473075 254565.66873972118, 1004992.6104056388 254919.31960722804))"
352,Thai Community USA NYC,42424,Queens,WOODSIDE AVENUE,76 STREET,78th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,22:00,2021-05-08T00:00:00,250.630506556,11/28/2021 12:00:00 AM,,"MULTILINESTRING ((1015043.8796731383 210139.59223772585, 1015288.5015592277 210194.14298164845))"
353,Nino's AQ,39233,Queens,DITMARS BOULEVARD,33rd STREET,36th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,21:00,12:00,21:00,12:00,21:00,2021-03-27T00:00:00,269.710701674,03/26/2022 12:00:00 AM,,"MULTILINESTRING ((1009480.7530041337 221595.86722539365, 1009678.5216374695 221412.47848455608))"
354,"HUB-Third Avenue Merchants District Management Association, Inc.",39412,Bronx,ALEXANDER AVENUE,BRUCKNER BOULEVARD,EAST 134th STREET,approvedFull,"thu,fri,sat",,,,,,,14:00,20:00,14:00,20:00,11:00,20:00,,,2021-04-16T00:00:00,278.435890879,11/28/2021 12:00:00 AM,,"MULTILINESTRING ((1004322.609120965 233241.71466855705, 1004457.287657395 233485.41168773174))"
355,PS 43,39461,Bronx,BROWN PLACE,EAST 136th STREET,EAST 135th STREET,approvedFull,"mon,tue,wed,thu,fri",09:30,13:15,09:30,13:15,09:30,13:15,09:30,13:15,09:30,13:15,,,,,2021-09-13T00:00:00,259.179598244,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((1005995.7589898854 232933.2244718969, 1006121.2049332261 233160.02257472277))"
356,DREAM,39738,Bronx,WALES AVENUE,EAST 143rd STREET,EAST 144th STREET,approvedFull,"mon,tue,wed,thu,fri",09:00,13:30,09:00,13:30,09:00,13:30,09:00,13:30,09:00,13:30,,,,,2021-08-30T00:00:00,323.538827074,06/23/2022 12:00:00 AM,no,"MULTILINESTRING ((1009486.2018121332 233818.40380389988, 1009570.7754618824 234130.6932055652))"
357,Community League of the Heights,39845,Manhattan,WEST 159th STREET,BROADWAY,EDGECOMBE AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,241.267039507,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((1000753.4121911377 243056.9004187286, 1000543.5504061431 243175.92905205488))"
358,Community League of the Heights,39913,Manhattan,WEST 159th STREET,BROADWAY,EDGECOMBE AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,381.551427574,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((1001087.0571931303 242871.79908289015, 1000753.4121911377 243056.9004187286))"
359,Caldwell Enrichment Program Inc,43641,Bronx,JENNINGS STREET,PROSPECT AVENUE,CHISHOLM STREET,approvedFull,"mon,tue,wed,thu,fri",11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,,,,,2021-07-06T00:00:00,228.944853704,08/20/2021 12:00:00 AM,no,"MULTILINESTRING ((1012838.1770635545 242404.85480681062, 1013065.1552841365 242434.7986445576))"
360,The Fresh Air Fund,43902,Bronx,OAK TREE PLACE,HUGHES AVENUE,QUARRY ROAD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,2021-07-06T00:00:00,248.747167274,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((1014317.9513349682 249528.5882627219, 1014543.1999002248 249423.05041606724))"
361,Samara Community School,43934,Bronx,BRYANT AVENUE,EAST 173rd STREET,EAST 172nd STREET,approvedFull,"mon,tue,wed,thu,fri",10:00,13:30,10:00,13:30,10:00,13:30,10:00,13:30,10:00,13:30,,,,,2021-09-13T00:00:00,661.125374476,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((1015493.5100074708 242840.14593097568, 1015765.1009997278 243442.91047348082))"
362,"The Mare Curie High School For Medicine, Nursing and Health Professions",44435,Bronx,WEST 231 STREET,SEDGWICK AVENUE,KINGSBRIDGE TERRACE,approvedFull,"mon,tue,wed,thu,fri",09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,,,,,2021-09-20T00:00:00,225.883344509,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((1011716.3476143032 258328.95911338925, 1011536.8440363109 258466.07858981192))"
363,Thai Community USA NYC,42428,Queens,WOODSIDE AVENUE,76 STREET,78th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,22:00,2021-05-08T00:00:00,250.444528374,11/28/2021 12:00:00 AM,,"MULTILINESTRING ((1015288.5015592277 210194.14298164845, 1015534.5250173062 210240.9929535538))"
364,NYCDOE PS89Q - The Elmhurst School,42584,Queens,GLEANE STREET,BRITTON AVENUE,ELMHURST AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:40,14:30,07:40,14:30,07:40,14:30,07:40,14:30,07:40,14:30,,,,,2021-09-20T00:00:00,614.506485324,06/24/2022 12:00:00 AM,yes,"MULTILINESTRING ((1017550.6433603913 211251.41448915005, 1018081.3703173101 210941.66117164493))"
365,The Fresh Air Fund,43899,Bronx,OAK TREE PLACE,HUGHES AVENUE,QUARRY ROAD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,2021-07-06T00:00:00,130.738499872,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((1014199.4345116317 249583.78172188997, 1014317.9513349682 249528.5882627219))"
366,The Fresh Air Fund,43905,Bronx,OAK TREE PLACE,HUGHES AVENUE,QUARRY ROAD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,2021-07-06T00:00:00,353.054327313,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((1014543.1999002248 249423.05041606724, 1014866.3849493861 249280.92799688876))"
367,PS13Q/ Clement C Moore School,45232,Queens,94th STREET,55th AVENUE,56th AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,,2021-09-13T00:00:00,340.364892906,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((1020671.4120532274 208087.49627630413, 1020767.1270848811 207760.86668021977))"
368,MS363: The Academy for Personal Leadership and Excellenc,44372,Bronx,FIELD PLACE,MORRIS AVENUE,CRESTON AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,2021-07-06T00:00:00,294.248463601,06/26/2023 12:00:00 AM,yes,"MULTILINESTRING ((1011590.104756549 252380.08223164082, 1011858.3200993836 252259.0752558112))"
369,"The Mare Curie High School For Medicine, Nursing and Health Professions",44432,Bronx,WEST 231 STREET,SEDGWICK AVENUE,KINGSBRIDGE TERRACE,approvedFull,"mon,tue,wed,thu,fri",09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,,,,,2021-09-20T00:00:00,128.145916513,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((1011536.8440363109 258466.07858981192, 1011434.6821671426 258543.43703089654))"
370,Belmont Business Improvement District,44665,Bronx,ARTHUR AVENUE,EAST 188th STREET,CRESCENT AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,18:00,22:00,18:00,22:00,13:00,21:00,2021-04-30T00:00:00,343.512711846,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((1015167.4276543856 250712.9366158098, 1015352.2927702218 251002.46359580755))"
371,Belmont Business Improvement District,44681,Bronx,ARTHUR AVENUE,EAST 188th STREET,CRESCENT AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,18:00,22:00,18:00,22:00,13:00,21:00,2021-04-30T00:00:00,381.43915039,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((1015352.2927702218 251002.46359580755, 1015559.4839568883 251322.72542247176))"
372,I.S.61Q,45319,Queens,50th AVENUE,99th STREET,98th STREET,approvedFull,"mon,tue,wed,thu,fri",08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,2021-09-13T00:00:00,531.342069073,06/28/2022 12:00:00 AM,yes,"MULTILINESTRING ((1021869.1094609648 209805.62013664842, 1022376.1720951349 209964.402627483))"
373,PS 110 The Tiffany School,45896,Queens,44th AVENUE,97th PLACE,JUNCTION BOULEVARD,approvedFull,"mon,tue,wed,thu,fri",14:45,13:45,14:45,13:45,14:45,13:45,14:45,13:45,14:45,13:45,,,,,2021-09-20T00:00:00,541.649838125,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((1020851.0307884663 210706.684607476, 1021355.3542548865 210904.2760758102))"
374,The Fresh Air Fund,47063,Bronx,STICKBALL BOULEVARD,SEWARD AVENUE,RANDALL AVENUE,approvedFull,"mon,tue,wed,thu",08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,2021-07-06T00:00:00,779.171394642,08/19/2021 12:00:00 AM,,"MULTILINESTRING ((1024047.379710719 237300.97492273152, 1023909.3839237243 238067.82903206348))"
375,Queens School of Inquiry,49984,Queens,160th STREET,76th ROAD,77th AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,,,,,2021-08-30T00:00:00,259.975193068,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((1037382.9659003913 203356.75737822056, 1037419.3437803835 203099.33991405368))"
376,Asian American Federation,50722,Queens,BARTON AVENUE,150th STREET,149th PLACE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,23:00,09:00,23:00,09:00,21:00,2021-05-31T00:00:00,254.189350545,05/31/2022 12:00:00 AM,,"MULTILINESTRING ((1035493.5464508832 217260.85260148346, 1035733.0013525486 217346.13786397874))"
377,"Edward Bleeker, JHS 185",51389,Queens,147th STREET,25th DRIVE,26th AVENUE,approvedFull,"mon,tue,wed,thu,fri",07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,07:30,15:00,,,,,2021-09-20T00:00:00,269.911466705,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((1034199.9430669695 221779.9915290624, 1034200.5070422143 221510.0806515664))"
378,Bayside Village BID,54422,Queens,41st AVENUE,214th PLACE,BELL BOULEVARD,approvedFull,fri,,,,,,,,,17:30,23:00,,,,,2021-07-02T00:00:00,430.638188793,10/29/2021 12:00:00 AM,,"MULTILINESTRING ((1047694.8527568877 217562.79819181561, 1048115.8758649677 217653.29013681412))"
379,Bayside Village BID,54431,Queens,BELL BOULEVARD,38th AVENUE,41th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,17:30,23:00,12:00,21:00,2021-05-29T00:00:00,484.508408473,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((1047255.6013388038 218638.1867890656, 1047436.3034052253 218188.63683514297))"
380,Bayside Village BID,54419,Queens,BELL BOULEVARD,38th AVENUE,41th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,17:30,23:00,12:00,21:00,2021-05-29T00:00:00,262.581895672,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((1047594.4002018869 217805.40597431362, 1047694.8527568877 217562.79819181561))"
381,Bayside Village BID,54433,Queens,BELL BOULEVARD,38th AVENUE,41th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,17:30,23:00,12:00,21:00,2021-05-29T00:00:00,414.560598473,09/26/2021 12:00:00 AM,,"MULTILINESTRING ((1047436.3034052253 218188.63683514297, 1047594.4002018869 217805.40597431362))"
382,NYCDOT,57293,Queens,MEADOW LAKE DRIVE,MODEL AIRPLANE FIELD,MEADOW LAKE BRIDGE PARKING LOT,approvedFull,mon,19:30,20:30,,,,,,,,,,,,,2021-09-14T00:00:00,153.670682088,09/15/2021 12:00:00 AM,no,"MULTILINESTRING ((1029359.1158063859 206947.32828105986, 1029391.0251913816 206797.0070593953))"
383,Cara JECM LLC,57685,Manhattan,MORTON STREET,7th AVENUE SOUTH,BLEECKER STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,16:30,00:00,12:00,00:00,12:00,00:00,2021-04-30T00:00:00,324.51348328,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((983379.3970704675 205771.9746606499, 983079.0495740473 205649.09104813635))"
384,New Dorp Lane Management Association,5888,StatenIsland,9th STREET,NEW DORP LANE,ROSE AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,19:00,23:00,18:00,23:00,18:00,23:00,2021-05-01T00:00:00,448.103939295,10/01/2021 12:00:00 AM,,"MULTILINESTRING ((952355.1149590611 148117.65394589305, 952089.8467888087 147756.50309339166))"
385,34 Ave Open Streets Coalition,64356,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.039763381,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1018679.0367728919 214247.2946522236, 1018936.076941222 214286.6777755618))"
386,34 Ave Open Streets Coalition,64357,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.13967224,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1018936.076941222 214286.6777755618, 1019194.2027373016 214318.98446947336))"
387,34 Ave Open Streets Coalition,64375,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.45611829,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1017386.9294489771 214098.65321722627, 1017644.950586468 214134.1846422255))"
388,34 Ave Open Streets Coalition,64384,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.207124659,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1016618.6924683899 213959.39857447147, 1016876.3691183925 213995.59928947687))"
389,34 Ave Open Streets Coalition,64406,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.755642617,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1014042.893814221 213603.83104413748, 1014300.5707923025 213636.62691031396))"
390,34 Ave Open Streets Coalition,64408,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.769344102,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1013009.1422728002 213486.70529414713, 1013267.5636719763 213521.61992247403))"
391,34 Ave Open Streets Coalition,64424,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.793625633,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1013528.8298817277 213530.45520664752, 1013787.1626983881 213566.19693306088))"
392,34 Ave Open Streets Coalition,64433,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.541814679,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1014296.2627300471 213667.2528333068, 1014554.3986967206 213702.5778938979))"
393,34 Ave Open Streets Coalition,64441,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.479866491,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1015072.7506783903 213747.2500486374, 1015330.7586925477 213783.0498458147))"
394,34 Ave Open Streets Coalition,64442,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.4784196,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1017905.9802481383 214139.76566781104, 1018164.0509262234 214175.10024280846))"
395,34 Ave Open Streets Coalition,64457,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.165635007,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1018931.7560837269 214317.58322556317, 1019189.9314203858 214349.70258389413))"
396,34 Ave Open Streets Coalition,64459,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.352313267,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1017134.5415022969 214030.80263113976, 1017391.411067307 214066.60275639594))"
397,34 Ave Open Streets Coalition,64473,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.008306505,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1013267.5636719763 213521.61992247403, 1013524.564470306 213561.0522583127))"
398,34 Ave Open Streets Coalition,64476,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.511743132,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1017901.9481039643 214168.58417972922, 1018159.582431227 214207.19663530588))"
399,34 Ave Open Streets Coalition,64481,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.213937921,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1018164.0509262234 214175.10024280846, 1018421.7538228929 214211.16283473372))"
400,34 Ave Open Streets Coalition,64485,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.807733809,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1013012.7088667154 213461.1410408169, 1013271.2706855536 213495.29451580346))"
401,34 Ave Open Streets Coalition,64498,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,328.582719266,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1019189.9314203858 214349.70258389413, 1019515.3313601315 214395.3258522302))"
402,34 Ave Open Streets Coalition,64542,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.81699494,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1016361.249085635 213924.3589463979, 1016618.6924683899 213959.39857447147))"
403,34 Ave Open Streets Coalition,64543,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.686066438,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1014038.9272867143 213632.39135447145, 1014296.2627300471 213667.2528333068))"
404,34 Ave Open Streets Coalition,64573,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,260.197369606,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1015588.2877050489 213817.3053547293, 1015846.16776672 213851.95423555374))"
405,Kesher Bridging Communites,64574,Queens,READS LANE,EMPIRE AVENUE,JARVIS AVENUE,approvedLimited,"fri,sat,sun",,,,,,,,,12:00,21:00,08:00,20:00,12:00,20:00,2021-04-09T00:00:00,156.470581953,01/01/2023 12:00:00 AM,,"MULTILINESTRING ((1055559.9088771343 159379.5946765542, 1055472.0448796302 159509.06653048098))"
406,34 Ave Open Streets Coalition,64576,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,262.31419201,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1016099.3168667257 213916.6588305533, 1016358.6076867282 213956.37036530674))"
407,34 Ave Open Streets Coalition,64583,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.822026338,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1018417.2000262141 214243.92228364944, 1018674.2434753925 214281.81886139512))"
408,34 Ave Open Streets Coalition,64592,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,258.499103899,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1013783.0550950617 213595.63256973028, 1014038.9272867143 213632.39135447145))"
409,34 Ave Open Streets Coalition,64593,Queens,34 AVENUE,69th STREET,JUNCTION BOULEVARD,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-19T00:00:00,259.687841782,04/19/2023 12:00:00 AM,,"MULTILINESTRING ((1014815.7531608939 213709.96665863693, 1015072.7506783903 213747.2500486374))"
